N,P,K,temperature,humidity,ph,rainfall,label
105.98,60.15,52.67,28.54,56.5,5.62,76.01,maize
120.74,55.87,40.31,28.63,59.59,7.59,113.93,maize
101.16,42.57,40.63,21.43,75.95,5.46,312.23,rice
89.7,40.71,44.92,27.49,65.09,6.45,242.65,coffee
68.54,27.83,42.97,15.04,53.93,5.99,43.4,wheat
135.44,74.08,88.81,27.99,73.18,6.51,162.97,sugarcane
63.42,37.19,42.64,23.96,42.44,6.3,86.83,mango
105.76,41.79,151.25,30.85,82.18,6.21,112.11,banana
39.78,43.99,18.82,23.19,29.68,6.42,47.83,chickpea
105.62,61.94,50.22,29.23,65.34,5.81,73.1,maize
89.04,43.7,52.23,25.74,72.69,6.87,295.31,rice
119.86,54.34,49.27,21.75,49.23,5.84,51.87,maize
135.87,64.62,78.55,31.86,72.84,7.17,114.25,sugarcane
62.98,35.71,52.42,34.49,51.14,6.35,82.22,mango
101.08,45.84,58.37,18.77,49.69,6.51,103.41,maize
59.6,61.79,101.12,27.24,70.21,6.03,60.19,tomato
78.52,39.17,54.93,25.93,51.46,6.08,56.04,tomato
84.59,39.9,40.12,34.08,57.72,5.21,125.33,maize
78.62,68.52,123.04,23.67,65.68,4.96,50.71,potato
54.14,34.77,41.43,14.26,44.07,6.67,54.3,wheat
86.56,43.89,46.53,28.96,71.69,6.94,93.68,maize
72.44,46.44,45.25,32.34,76.82,6.94,219.64,jute
85.94,37.57,96.48,26.42,55.01,6.54,65.28,tomato
67.53,30.16,38.01,28.36,74.56,6.53,230.25,coffee
139.27,60.47,94.96,35.24,78.35,5.91,108.81,sugarcane
57.27,32.42,45.21,32.3,89.4,7.25,204.61,jute
19.22,43.03,42.01,29.31,40.39,6.55,47.96,chickpea
101.95,55.71,114.82,21.13,57.22,6.06,43.56,potato
82.89,37.2,63.81,28.61,62.71,6.85,50.13,tomato
110.12,39.06,48.95,33.51,40.42,5.53,79.59,cotton
77.79,42.9,46.3,18.73,79.0,6.31,248.68,coffee
122.04,48.39,53.61,17.8,92.83,5.82,139.6,rice
104.76,17.3,45.5,20.95,64.5,6.73,140.86,coffee
60.64,34.44,47.83,26.27,46.9,6.44,133.35,mango
115.51,61.9,59.76,18.7,67.19,5.58,122.24,maize
94.49,41.82,43.47,35.56,51.64,6.99,83.37,cotton
100.53,41.39,35.95,36.01,59.97,6.82,104.37,cotton
125.86,67.15,114.65,18.22,58.71,6.32,71.32,potato
102.37,40.06,52.25,12.8,50.12,7.45,71.64,wheat
112.01,41.78,41.31,16.72,69.7,7.0,54.12,maize
113.0,46.01,40.22,18.55,87.21,6.23,319.68,rice
124.27,46.03,180.43,23.12,68.46,6.0,113.05,banana
69.21,31.28,37.65,34.96,77.4,5.99,263.01,jute
81.17,44.92,51.38,19.64,88.99,6.48,233.26,rice
77.42,40.72,104.78,16.7,47.26,6.27,66.26,tomato
72.11,54.94,94.33,23.24,71.88,6.84,58.62,tomato
116.13,46.37,198.27,24.93,87.81,5.52,158.99,banana
80.87,41.18,62.95,26.67,75.96,6.43,221.53,coffee
146.18,45.22,142.96,22.89,86.5,6.06,108.41,banana
108.36,40.08,34.65,25.15,53.16,6.77,116.48,cotton
89.27,59.97,82.45,24.91,68.62,5.46,34.4,potato
50.67,38.11,40.34,31.16,57.12,6.01,71.52,mango
92.96,35.67,35.6,10.23,41.91,7.43,71.51,wheat
39.59,21.25,51.34,29.35,59.1,7.1,149.17,mango
92.07,30.45,37.15,24.0,57.17,6.84,169.75,coffee
83.5,71.54,100.35,19.83,82.52,5.49,93.8,potato
137.41,48.81,81.45,30.8,81.69,5.93,87.93,sugarcane
69.85,49.26,54.02,28.47,49.58,6.59,66.7,tomato
121.29,50.02,89.87,17.87,74.77,6.31,94.97,potato
104.13,20.28,48.82,18.57,60.9,6.89,209.38,coffee
142.87,36.43,168.28,30.9,71.68,6.54,145.76,banana
131.03,38.8,184.56,30.33,91.69,5.96,126.2,banana
75.97,41.57,35.91,13.38,43.27,5.94,74.78,wheat
73.59,48.5,30.6,16.1,54.93,7.47,66.52,wheat
43.45,39.95,44.96,31.32,61.01,5.65,141.82,mango
84.2,37.27,27.51,30.74,79.87,6.19,198.76,jute
37.55,40.81,37.91,16.19,63.22,7.48,28.85,chickpea
149.78,37.51,104.61,31.47,65.49,6.17,123.49,sugarcane
128.22,38.1,46.02,20.57,67.87,5.79,113.86,cotton
98.08,62.08,71.07,26.1,54.42,6.52,75.85,tomato
91.88,28.12,27.13,21.98,61.67,7.25,73.16,wheat
112.55,64.41,103.38,23.75,77.39,6.08,75.71,potato
69.44,28.58,36.59,12.71,47.03,6.16,59.52,wheat
149.33,28.27,178.81,28.78,91.24,6.55,118.39,banana
75.18,39.34,55.78,26.76,71.19,6.25,157.2,rice
96.36,65.52,67.96,25.35,59.07,7.41,157.89,sugarcane
108.12,44.52,56.1,28.8,81.32,6.89,266.05,rice
102.25,39.79,40.75,19.49,56.18,5.92,76.02,wheat
61.5,33.51,37.41,35.41,59.29,6.85,115.89,mango
131.09,27.57,144.84,24.51,82.84,7.15,116.8,banana
147.66,49.13,90.89,20.81,83.74,7.63,104.85,sugarcane
57.85,38.62,37.63,9.44,42.78,6.63,90.79,wheat
111.5,40.71,103.98,19.79,73.44,6.31,119.34,sugarcane
123.57,41.25,51.41,21.8,73.58,5.33,150.7,rice
103.39,46.46,49.78,10.41,45.32,6.49,77.42,wheat
139.57,31.23,36.47,34.35,42.94,7.79,57.64,cotton
28.21,37.9,60.99,23.11,40.15,7.03,122.69,mango
39.28,42.64,48.2,25.64,51.81,6.25,69.11,mango
116.27,59.91,51.22,30.82,60.29,6.43,118.5,maize
121.68,45.36,52.81,26.82,77.41,6.31,164.01,rice
125.2,46.4,58.14,23.96,87.78,6.45,169.69,rice
115.69,61.3,49.36,27.52,60.39,7.41,84.65,maize
78.81,39.85,37.59,18.83,51.36,7.41,49.56,wheat
102.38,34.85,30.77,35.68,55.51,7.15,75.74,cotton
95.48,40.86,27.07,30.11,79.55,7.03,139.53,jute
100.66,38.01,51.74,20.36,64.75,6.79,142.0,coffee
55.89,41.46,32.62,24.53,53.86,6.59,54.73,wheat
79.88,65.35,118.21,15.41,75.58,5.69,87.94,potato
28.91,29.73,39.42,29.72,55.88,6.81,107.46,mango
146.36,33.14,152.62,24.99,73.6,6.57,135.03,banana
101.47,17.88,50.79,17.35,81.02,6.34,189.4,coffee
112.37,43.0,32.67,30.97,65.41,5.67,55.35,cotton
141.05,47.29,83.2,21.05,82.88,7.37,199.07,sugarcane
117.56,44.39,44.9,34.8,67.62,6.29,217.92,rice
82.96,61.17,38.12,26.19,61.25,5.85,86.32,maize
92.69,52.19,54.65,35.49,77.11,6.91,111.21,sugarcane
119.15,39.85,46.9,25.11,58.24,5.48,62.98,maize
28.69,18.4,37.63,24.54,59.29,7.28,146.19,mango
58.2,35.63,40.86,36.33,57.45,6.69,79.86,mango
109.62,38.21,34.76,32.79,45.07,5.4,79.4,cotton
92.44,62.24,60.22,32.93,72.06,6.19,136.04,rice
37.94,25.31,61.92,25.26,38.63,6.12,76.86,mango
81.29,61.95,52.46,27.58,65.46,7.03,114.95,maize
103.17,57.44,112.31,19.82,82.37,4.88,34.73,potato
83.85,40.38,49.37,22.17,84.42,6.13,289.87,rice
113.52,35.4,192.11,25.02,84.6,6.14,184.01,banana
140.41,34.1,157.78,24.39,89.9,6.05,136.69,banana
106.47,49.37,53.14,23.43,59.22,5.95,85.31,maize
63.98,31.56,48.11,12.91,60.75,6.05,86.55,wheat
38.29,55.56,21.01,13.87,51.0,7.37,41.56,chickpea
103.24,53.98,53.87,30.07,57.8,5.91,52.22,maize
89.25,40.6,31.9,23.26,61.98,7.18,102.16,wheat
125.3,73.27,71.39,35.12,79.64,7.59,203.01,sugarcane
51.41,31.44,49.87,33.27,45.67,6.2,148.15,mango
26.78,52.05,35.47,16.35,62.33,6.63,43.83,chickpea
44.49,30.28,57.11,32.5,60.71,7.72,134.72,mango
138.21,45.01,186.02,27.21,92.14,6.25,213.98,banana
94.29,65.81,60.06,34.15,73.45,5.89,193.32,sugarcane
110.14,63.46,86.19,14.26,68.38,4.79,37.12,potato
141.54,37.1,164.9,25.58,81.54,5.93,194.69,banana
52.49,18.15,58.58,36.1,52.8,7.69,104.02,mango
94.39,48.07,45.5,9.75,49.35,6.95,58.46,wheat
111.21,32.07,33.89,23.87,52.94,6.18,70.13,cotton
89.78,25.02,40.95,18.47,60.31,6.34,135.4,coffee
85.31,38.15,29.17,35.63,75.56,6.39,159.87,jute
94.54,40.09,58.94,21.89,73.89,6.38,150.33,coffee
67.44,44.24,30.09,26.02,60.26,6.14,63.51,wheat
108.43,60.65,98.12,21.95,72.87,5.73,40.73,potato
27.53,28.79,55.0,32.36,41.71,7.43,100.52,mango
94.56,30.2,31.06,34.9,52.07,6.02,80.39,cotton
140.62,31.06,50.65,22.84,74.28,7.09,57.98,cotton
103.84,41.77,49.2,27.74,50.33,7.62,90.45,maize
97.45,42.39,50.62,21.0,69.36,6.23,100.82,maize
75.67,38.21,36.42,29.44,84.42,7.02,181.42,jute
71.27,32.21,60.44,20.27,79.49,6.88,245.17,coffee
140.41,44.98,51.76,24.61,54.46,7.54,68.28,cotton
25.71,29.81,48.02,31.68,44.53,7.47,135.35,mango
92.7,49.2,56.41,29.29,64.45,6.76,56.79,tomato
62.83,32.07,28.51,26.26,47.47,7.4,86.79,wheat
75.04,51.33,100.08,28.37,57.4,6.51,48.52,tomato
17.88,47.38,41.14,19.37,41.62,7.32,61.23,chickpea
102.21,47.94,156.57,21.52,86.49,6.46,156.28,banana
66.95,48.17,95.64,26.85,47.87,6.19,55.99,tomato
123.19,44.83,52.03,31.4,83.88,7.11,156.45,rice
87.78,37.65,27.74,33.82,70.27,6.32,258.08,jute
90.49,61.78,44.56,27.79,73.66,7.1,159.6,rice
93.73,64.8,86.88,19.04,73.77,5.4,94.17,potato
111.76,48.99,54.16,29.44,79.29,7.13,194.33,rice
97.44,56.53,49.08,22.16,53.8,5.92,123.37,maize
130.07,64.92,73.24,34.67,68.37,6.11,160.93,sugarcane
61.26,55.5,65.53,18.03,72.97,6.15,80.59,tomato
88.46,55.28,53.48,36.9,83.13,6.21,275.98,rice
119.05,53.17,104.99,15.49,81.92,5.27,79.73,potato
93.35,37.57,158.58,29.65,67.42,6.18,195.57,banana
137.53,50.7,144.72,28.66,72.67,6.2,160.12,banana
31.48,28.23,48.86,32.84,48.49,6.74,144.92,mango
62.33,57.1,66.64,27.46,62.27,6.29,62.93,tomato
96.84,43.98,40.6,28.62,72.33,5.27,108.75,maize
68.74,23.11,40.47,17.22,82.39,6.44,229.85,coffee
95.5,43.48,39.08,27.09,90.42,7.28,228.35,jute
132.14,32.51,157.14,26.56,76.38,6.59,114.76,banana
51.79,36.42,38.61,36.56,38.41,7.35,135.93,mango
79.98,35.9,50.23,35.61,79.92,6.37,197.74,jute
103.82,42.23,47.32,15.11,37.32,6.77,75.47,wheat
107.59,38.98,43.98,28.17,43.36,5.46,105.92,cotton
48.02,23.75,59.76,22.5,42.91,6.25,120.9,mango
34.94,46.28,18.75,19.86,35.66,6.54,32.16,chickpea
30.37,57.46,34.13,23.21,57.3,5.88,56.19,chickpea
61.75,37.55,40.27,22.8,82.88,7.24,259.29,jute
104.01,57.39,117.34,21.82,57.59,6.29,65.45,potato
151.24,45.9,165.32,26.92,77.14,6.89,129.39,banana
74.49,38.9,95.84,27.46,55.74,6.42,76.09,tomato
139.24,49.93,29.79,29.35,41.57,7.35,112.07,cotton
70.62,34.64,41.13,17.49,53.74,7.63,61.04,wheat
66.91,40.87,37.14,23.74,73.18,6.48,240.95,coffee
83.48,50.31,111.91,22.75,74.48,6.29,77.59,potato
117.49,62.72,51.46,34.11,92.75,5.55,214.91,rice
87.65,61.36,43.27,20.14,88.61,5.57,162.46,rice
72.47,28.14,52.06,23.0,59.81,6.23,183.91,coffee
119.67,45.37,51.86,20.96,48.39,7.12,64.34,maize
105.61,39.69,30.89,25.27,63.48,5.69,90.29,cotton
125.3,55.66,61.73,20.06,89.11,6.52,151.27,rice
102.61,44.12,52.79,23.19,70.82,6.03,94.61,cotton
54.73,51.12,33.88,8.52,39.81,6.24,60.3,wheat
116.61,35.37,42.39,19.36,35.79,7.89,55.52,cotton
117.96,31.49,181.89,24.62,87.06,5.5,177.31,banana
101.62,38.23,34.38,21.06,55.47,5.66,90.88,cotton
81.27,42.2,37.19,33.1,84.29,6.65,279.74,rice
86.68,56.76,110.73,20.17,66.59,5.1,65.36,potato
112.77,60.52,85.96,17.95,76.0,7.21,184.93,sugarcane
18.42,45.17,30.96,18.79,44.09,6.39,30.67,chickpea
66.2,41.26,38.08,23.26,49.71,6.75,106.79,wheat
88.98,56.11,42.26,31.3,89.38,5.53,247.3,rice
57.39,27.78,45.71,24.51,57.99,6.05,162.25,coffee
118.86,37.03,50.21,27.3,75.66,6.12,279.71,rice
82.05,39.52,41.86,8.71,47.51,6.91,80.54,wheat
22.75,54.76,40.91,18.11,38.04,7.92,65.4,chickpea
98.12,32.92,28.31,24.66,44.95,6.98,91.9,wheat
96.76,43.85,47.33,16.1,53.59,7.44,83.52,wheat
38.84,52.29,42.11,25.21,51.9,6.64,24.85,chickpea
49.27,30.01,61.08,24.81,38.94,7.58,151.77,mango
61.51,24.0,62.6,29.23,65.4,6.13,164.84,coffee
97.35,36.11,31.58,30.95,69.78,6.11,74.14,cotton
41.32,47.44,29.17,21.98,35.85,8.21,66.22,chickpea
48.99,32.02,38.29,23.2,55.91,5.47,87.33,mango
98.35,54.42,69.0,29.18,61.85,6.42,54.98,tomato
94.54,22.5,51.71,28.41,73.88,6.07,238.57,coffee
59.58,33.15,40.72,9.06,61.22,6.02,55.37,wheat
121.23,60.14,54.67,20.28,57.92,5.75,61.03,maize
74.55,46.42,36.66,11.43,42.08,6.57,73.66,wheat
133.33,35.36,42.31,28.29,69.72,5.52,59.93,cotton
32.28,20.83,40.01,31.7,40.55,5.42,101.05,mango
70.81,29.24,54.07,26.75,64.98,6.64,172.19,coffee
70.09,41.3,73.42,22.75,65.74,6.62,44.54,tomato
121.16,51.91,52.06,18.94,72.35,5.86,107.53,maize
87.51,28.72,61.09,29.27,77.13,6.83,152.75,coffee
94.73,35.7,30.97,22.88,69.54,7.09,63.97,cotton
67.73,53.03,79.26,17.95,67.4,6.32,65.76,tomato
82.14,31.27,39.77,28.94,81.19,5.99,154.96,jute
105.27,52.56,85.59,28.97,68.63,6.73,51.65,tomato
26.43,37.51,18.54,19.0,43.52,6.13,33.36,chickpea
83.0,25.25,59.9,24.85,75.73,6.56,228.77,coffee
108.13,37.94,37.14,18.76,82.75,6.84,174.02,rice
62.39,19.65,59.88,33.79,47.91,5.6,78.95,mango
106.34,59.31,37.12,27.79,84.61,5.33,205.76,rice
117.65,29.16,42.06,26.34,67.13,6.23,109.37,cotton
99.24,49.06,89.54,29.01,54.78,6.67,35.18,tomato
65.42,33.45,47.15,26.17,57.64,6.32,219.72,coffee
85.97,37.85,41.87,10.74,56.23,5.92,89.94,wheat
81.4,53.97,91.29,21.29,54.69,6.07,63.01,tomato
59.03,33.05,48.75,10.59,42.89,6.84,56.48,wheat
103.74,45.2,58.31,23.26,52.92,6.66,68.18,tomato
66.98,52.46,57.19,23.65,62.2,6.18,49.24,tomato
116.36,51.71,100.87,21.38,62.82,5.78,74.0,potato
65.32,34.37,53.79,27.68,65.16,6.66,232.76,coffee
95.49,74.21,66.88,23.78,64.35,6.3,156.85,sugarcane
90.72,57.73,118.91,13.91,68.28,6.1,39.68,potato
144.31,33.91,153.5,25.46,75.67,5.64,229.01,banana
86.57,51.8,52.35,34.31,67.12,6.94,248.23,rice
117.87,60.47,62.47,33.39,87.27,6.53,279.4,rice
120.15,47.26,45.3,29.62,82.11,6.07,244.85,rice
94.55,38.6,51.2,19.69,37.91,6.08,55.88,wheat
79.4,51.88,105.95,25.76,69.06,6.24,60.46,tomato
108.21,47.88,57.13,30.84,75.67,7.03,276.19,rice
94.29,48.12,44.28,28.38,68.86,7.2,99.96,maize
96.25,52.89,53.5,25.78,77.63,5.7,242.22,rice
61.39,54.76,60.42,17.13,49.84,6.6,41.24,tomato
50.37,21.64,44.68,26.6,49.56,5.23,86.74,mango
68.42,35.42,48.86,20.39,78.62,5.97,234.63,coffee
55.41,41.48,38.03,25.77,80.53,6.2,208.36,jute
63.34,50.86,91.58,17.72,72.59,6.23,67.41,tomato
95.25,48.22,53.46,35.82,91.25,6.04,191.71,rice
101.55,50.95,48.3,20.32,70.27,7.13,221.5,rice
156.92,40.64,95.39,33.44,77.19,6.32,210.47,sugarcane
120.06,49.43,35.48,21.23,73.81,7.32,107.79,cotton
82.6,43.58,41.17,34.36,82.19,6.71,185.23,rice
78.37,43.34,58.93,30.18,83.88,6.58,276.27,rice
88.69,52.93,99.11,18.75,67.79,6.35,56.29,tomato
93.82,35.33,59.98,28.1,64.24,6.55,264.89,coffee
145.93,34.66,31.78,24.03,52.09,5.94,75.05,cotton
80.65,46.07,55.15,19.93,55.44,5.26,62.97,maize
27.98,45.04,34.6,15.35,34.58,7.55,31.86,chickpea
136.09,27.48,201.33,28.5,77.95,6.12,203.54,banana
134.89,51.01,95.69,36.03,87.35,6.6,119.36,sugarcane
94.06,39.75,52.09,17.97,64.9,6.77,180.18,coffee
77.51,38.37,37.01,26.26,87.14,5.34,254.69,rice
100.06,32.61,40.81,22.95,43.39,6.22,44.27,wheat
91.52,67.19,78.97,22.31,64.34,5.04,76.58,potato
91.23,48.81,41.95,19.41,61.09,5.54,104.73,maize
36.69,18.61,40.55,30.38,54.78,5.33,81.84,mango
135.1,68.81,94.71,34.47,80.95,7.15,86.32,sugarcane
103.66,51.84,111.6,14.51,72.37,5.63,48.77,potato
51.04,35.08,44.43,29.07,41.72,5.84,72.51,mango
93.0,38.75,42.25,18.09,78.79,6.51,194.44,rice
43.4,30.87,45.67,25.95,40.65,7.04,80.16,mango
135.97,45.74,90.99,18.69,74.54,6.54,188.61,sugarcane
109.69,52.77,51.43,21.19,51.69,7.23,100.18,cotton
33.37,31.23,57.04,35.79,45.82,7.0,133.6,mango
149.11,44.25,170.84,28.94,91.31,5.47,136.68,banana
114.95,41.81,51.62,19.74,83.98,7.14,227.48,rice
83.58,53.52,46.87,32.72,66.88,6.36,109.46,maize
74.76,58.51,59.27,25.01,70.99,6.45,150.84,rice
116.72,48.5,56.59,18.36,71.04,6.45,71.26,maize
102.04,43.53,156.52,32.57,90.94,7.12,143.08,banana
46.22,34.07,38.05,35.94,61.87,5.92,125.01,mango
82.03,65.96,107.43,14.47,59.99,6.01,69.62,potato
99.94,50.9,78.27,20.41,69.61,6.64,99.18,sugarcane
98.77,51.61,99.37,14.85,79.69,5.87,58.79,potato
100.95,42.92,50.89,30.43,88.35,7.18,203.26,jute
88.81,24.55,58.85,22.71,74.4,6.8,223.77,coffee
65.06,37.68,51.91,28.94,75.51,6.51,242.79,coffee
112.61,47.17,45.07,31.02,67.85,6.03,74.58,cotton
125.57,48.52,62.79,22.83,85.89,6.38,211.72,sugarcane
80.17,52.76,27.32,18.6,50.32,7.35,65.59,wheat
78.12,34.53,47.7,25.45,57.87,6.29,60.32,wheat
79.21,22.82,53.86,17.47,59.7,6.17,236.07,coffee
97.31,34.88,38.44,26.97,62.61,7.54,94.4,wheat
103.64,47.35,98.2,23.52,81.13,5.44,74.26,potato
50.4,27.22,39.39,22.4,39.06,6.56,86.26,mango
88.21,38.31,52.46,23.5,84.25,6.91,131.04,rice
88.03,52.54,48.49,20.35,69.95,6.17,85.79,maize
106.79,42.91,50.43,29.22,43.06,6.25,90.87,cotton
103.84,45.46,43.52,22.26,50.82,6.7,71.72,wheat
88.43,36.11,37.35,22.06,65.26,6.77,259.0,coffee
61.09,54.84,76.4,28.65,72.09,6.68,46.61,tomato
105.1,30.74,39.79,35.16,84.55,6.62,202.17,jute
104.7,47.32,44.15,35.04,71.88,5.44,194.18,rice
64.82,45.42,29.21,26.1,71.0,7.19,210.26,jute
95.79,62.12,52.5,35.94,87.91,6.19,280.53,rice
98.89,25.74,48.95,24.77,65.17,6.07,260.6,coffee
80.9,41.94,48.03,22.03,68.99,6.17,156.03,coffee
117.84,38.48,57.2,22.75,54.89,5.65,128.69,maize
103.68,42.19,63.63,28.07,70.18,6.4,40.54,tomato
104.63,45.88,32.12,24.2,55.26,6.71,91.56,cotton
61.45,23.08,59.73,29.55,49.01,6.81,84.72,mango
89.5,34.41,51.27,35.55,86.23,6.69,141.13,jute
114.25,48.41,59.32,31.35,69.45,7.18,275.92,rice
127.38,37.03,193.86,33.38,80.69,6.16,149.59,banana
29.04,46.7,34.32,20.4,55.89,6.81,35.48,chickpea
20.13,37.73,26.04,22.61,39.21,8.15,36.34,chickpea
55.0,20.33,56.91,25.32,49.71,5.66,137.24,mango
118.3,50.12,60.65,29.2,89.11,5.94,224.77,rice
76.62,49.95,105.34,19.56,47.51,6.0,46.71,tomato
43.79,21.16,41.64,30.98,56.53,6.85,95.86,mango
111.85,33.15,50.64,32.48,62.09,5.29,61.03,cotton
109.44,33.03,154.0,29.46,78.68,6.03,131.53,banana
63.89,25.16,61.34,24.28,71.01,6.83,248.65,coffee
27.21,61.19,36.0,18.95,63.25,6.81,37.34,chickpea
95.75,55.66,88.48,25.7,66.23,6.63,72.38,tomato
123.22,37.08,52.44,27.34,52.42,6.46,72.79,cotton
68.24,30.02,54.6,18.69,78.21,6.2,147.13,coffee
104.9,41.95,53.48,28.13,68.65,6.7,259.19,coffee
124.14,53.17,44.22,24.11,68.72,6.94,94.73,maize
98.08,59.27,61.43,27.37,64.04,5.88,95.4,sugarcane
116.25,56.15,42.77,24.11,59.03,7.35,104.34,maize
67.27,40.29,51.66,15.19,59.77,7.7,99.37,wheat
86.32,35.99,57.64,28.35,59.09,6.47,232.34,coffee
130.94,51.99,165.25,20.53,87.31,6.89,112.63,banana
97.67,50.42,45.13,18.74,69.9,6.02,139.3,rice
26.87,35.75,59.04,29.71,51.04,6.08,87.0,mango
101.72,48.6,29.86,26.68,73.78,7.44,165.32,jute
106.29,40.02,41.05,28.95,63.37,6.02,95.72,cotton
131.69,30.51,178.26,24.0,85.08,5.33,165.97,banana
122.72,69.28,66.67,32.13,84.82,7.36,190.53,sugarcane
81.06,62.81,114.4,23.78,63.4,5.02,83.27,potato
76.09,42.25,40.25,27.59,86.37,6.5,293.47,rice
110.16,59.9,106.51,17.34,60.79,5.62,93.86,potato
137.63,44.89,94.19,23.34,76.43,7.33,135.12,sugarcane
125.01,49.64,196.76,20.63,77.64,6.89,105.03,banana
94.29,49.12,107.7,22.21,61.53,6.13,44.14,potato
85.9,50.13,50.62,23.18,48.98,5.93,43.53,wheat
83.22,54.63,59.0,18.53,78.69,7.02,273.68,rice
24.64,54.81,35.88,27.32,37.98,7.63,29.6,chickpea
96.6,39.81,47.1,13.04,49.85,6.16,98.46,wheat
116.23,44.54,143.4,31.86,69.66,7.22,186.65,banana
18.44,45.82,20.52,21.15,34.56,8.18,50.2,chickpea
70.26,27.15,43.83,26.49,73.5,7.68,157.65,jute
84.31,24.35,60.74,24.47,66.35,6.9,258.92,coffee
119.11,66.43,95.33,22.39,57.18,5.45,61.12,potato
83.58,69.93,123.75,16.61,62.38,5.19,57.68,potato
76.46,28.48,40.98,20.46,78.18,6.7,191.61,coffee
40.11,19.44,52.39,31.96,57.59,6.89,102.4,mango
113.78,53.5,51.39,28.65,74.9,5.34,212.66,rice
77.31,58.5,53.63,29.28,65.5,7.43,65.34,maize
138.65,33.32,36.38,31.91,41.69,5.64,84.11,cotton
97.79,35.59,44.84,24.45,39.02,7.27,62.5,wheat
120.16,74.13,90.75,24.75,68.32,6.62,89.77,sugarcane
35.16,26.14,45.71,29.67,59.35,5.59,96.97,mango
75.34,31.37,46.26,23.05,40.55,6.54,100.54,wheat
126.01,28.29,152.69,24.02,70.32,7.1,142.48,banana
90.2,49.61,50.44,34.38,80.8,7.31,255.43,jute
76.44,47.86,74.1,29.03,50.05,6.79,51.01,tomato
113.83,72.27,80.41,26.96,67.57,7.02,152.61,sugarcane
154.51,69.28,74.88,29.59,88.48,6.88,99.95,sugarcane
115.99,38.09,32.04,30.74,58.32,5.63,110.07,cotton
57.45,33.05,50.47,27.41,38.95,7.78,80.79,mango
88.26,58.11,56.76,28.56,50.61,7.3,103.82,maize
39.4,30.49,56.86,23.13,38.87,6.18,85.54,mango
110.1,67.65,106.65,24.69,77.87,5.56,94.3,potato
33.26,51.86,31.03,19.67,35.43,7.66,47.94,chickpea
103.34,56.23,85.51,20.82,61.28,7.44,125.48,sugarcane
116.12,54.72,44.23,33.36,65.39,7.77,126.76,maize
96.44,31.53,28.26,22.4,35.67,6.76,86.84,cotton
76.26,41.72,43.16,22.61,81.85,6.09,137.1,rice
133.18,49.45,57.57,34.45,62.49,5.84,159.45,sugarcane
133.87,28.4,40.16,30.23,47.47,6.53,88.53,cotton
116.53,57.6,49.77,28.72,49.03,7.17,126.02,maize
111.05,69.88,109.41,21.67,70.0,6.02,51.63,potato
124.37,61.91,85.3,25.34,61.54,5.43,43.68,potato
112.9,30.89,42.52,29.87,48.77,7.92,107.45,cotton
66.09,40.26,47.32,24.21,65.53,6.43,141.41,coffee
95.93,37.99,156.98,23.09,84.03,5.3,230.98,banana
143.11,29.73,168.39,31.35,77.51,5.85,228.27,banana
91.99,65.91,102.13,19.84,62.08,6.12,57.98,potato
23.26,56.86,35.46,18.64,49.9,6.21,36.75,chickpea
35.61,44.15,22.09,16.66,33.23,7.06,30.92,chickpea
55.64,30.75,42.97,12.28,54.32,6.46,100.13,wheat
108.23,31.1,34.97,19.54,46.47,7.27,61.75,cotton
95.2,43.9,91.7,18.71,54.4,6.2,85.81,tomato
82.04,28.98,61.77,17.65,72.0,6.63,151.59,coffee
79.93,27.88,44.76,26.28,58.56,6.32,45.97,wheat
117.97,49.09,84.32,26.81,88.01,6.78,135.07,sugarcane
94.02,36.11,36.52,34.99,71.09,7.99,61.81,cotton
137.42,50.29,39.57,35.18,46.3,7.26,58.22,cotton
79.04,47.5,78.29,17.92,82.35,5.84,81.56,potato
42.67,59.86,22.12,26.35,48.94,7.09,48.13,chickpea
116.86,48.25,91.15,29.1,76.78,6.86,185.45,sugarcane
92.34,55.73,52.05,24.85,59.66,7.71,109.99,maize
133.99,40.15,50.73,30.62,69.96,5.89,84.79,cotton
104.6,29.42,47.19,29.23,77.89,5.82,229.61,jute
100.86,46.75,29.34,32.39,92.67,6.5,249.6,jute
111.53,61.16,114.44,14.91,60.07,6.06,77.57,potato
89.42,41.65,87.53,22.56,68.83,6.38,82.35,tomato
103.88,34.71,163.44,24.82,86.77,5.35,130.55,banana
72.19,23.54,53.8,22.65,77.55,6.41,137.0,coffee
95.88,42.58,101.1,25.69,48.42,6.71,60.33,tomato
79.27,71.29,107.92,14.76,77.49,5.49,48.42,potato
69.81,40.49,28.98,36.1,79.77,6.15,170.21,jute
103.51,27.76,31.89,31.17,87.62,7.5,174.07,jute
59.76,55.45,97.7,17.87,50.27,6.17,34.62,tomato
55.95,61.2,95.09,29.27,70.66,6.21,69.96,tomato
65.95,50.55,98.2,21.41,48.57,6.18,46.58,tomato
113.76,45.01,200.54,30.5,75.91,6.65,131.91,banana
111.58,57.76,115.03,23.35,60.57,5.24,50.05,potato
56.63,17.86,41.26,27.25,43.65,6.2,156.56,mango
94.72,57.96,115.49,25.17,71.69,4.93,39.19,potato
90.65,46.76,50.38,36.14,69.14,7.72,226.39,jute
90.1,29.82,47.83,31.29,69.62,6.33,152.83,jute
124.94,50.11,91.88,16.08,61.86,5.73,69.15,potato
119.51,66.24,61.73,26.72,88.42,6.76,149.78,sugarcane
121.17,38.16,43.05,23.45,79.75,6.42,223.69,rice
